location,date,vaccine,total_vaccinations
Argentina,2021-11-07,CanSino,126842.0
Argentina,2021-11-08,CanSino,128023.0
Argentina,2021-11-09,CanSino,129303.0
Argentina,2021-11-10,CanSino,130516.0
Argentina,2021-11-11,CanSino,131804.0
Argentina,2021-11-12,CanSino,132842.0
Argentina,2021-11-13,CanSino,133066.0
Argentina,2021-11-14,CanSino,133074.0
Argentina,2021-11-15,CanSino,133935.0
Argentina,2021-11-16,CanSino,134903.0
Argentina,2021-11-17,CanSino,135911.0
Argentina,2021-11-18,CanSino,137008.0
Argentina,2021-11-19,CanSino,138036.0
Argentina,2021-11-20,CanSino,138198.0
Argentina,2021-11-21,CanSino,138271.0
Argentina,2021-11-22,CanSino,138372.0
Argentina,2021-11-23,CanSino,139314.0
Argentina,2021-11-24,CanSino,140245.0
Argentina,2021-11-25,CanSino,141183.0
Argentina,2021-11-26,CanSino,142370.0
Argentina,2021-11-27,CanSino,142634.0
Argentina,2021-11-28,CanSino,142763.0
Argentina,2021-11-29,CanSino,144016.0
Argentina,2021-11-30,CanSino,145263.0
Argentina,2021-12-01,CanSino,146651.0
Argentina,2021-12-02,CanSino,148233.0
Argentina,2021-12-03,CanSino,149437.0
Argentina,2021-12-04,CanSino,149925.0
Argentina,2021-12-05,CanSino,150065.0
Argentina,2021-12-06,CanSino,151362.0
Argentina,2021-12-07,CanSino,152755.0
Argentina,2021-12-08,CanSino,153047.0
Argentina,2021-12-09,CanSino,155531.0
Argentina,2021-12-10,CanSino,159026.0
Argentina,2021-12-11,CanSino,162090.0
Argentina,2021-12-12,CanSino,162178.0
Argentina,2021-12-13,CanSino,166433.0
Argentina,2021-12-14,CanSino,169660.0
Argentina,2021-12-15,CanSino,171079.0
Argentina,2021-12-16,CanSino,172790.0
Argentina,2021-12-17,CanSino,174395.0
Argentina,2021-12-18,CanSino,174689.0
Argentina,2021-12-19,CanSino,174794.0
Argentina,2021-12-20,CanSino,176941.0
Argentina,2021-12-21,CanSino,180023.0
Argentina,2021-12-22,CanSino,182670.0
Argentina,2021-12-23,CanSino,184209.0
Argentina,2021-12-24,CanSino,184396.0
Argentina,2021-12-25,CanSino,184402.0
Argentina,2021-12-26,CanSino,184730.0
Argentina,2021-12-27,CanSino,188066.0
Argentina,2021-12-28,CanSino,192590.0
Argentina,2021-12-29,CanSino,199099.0
Argentina,2021-12-30,CanSino,205114.0
Argentina,2021-12-31,CanSino,205275.0
Argentina,2022-01-01,CanSino,205324.0
Argentina,2022-01-02,CanSino,206659.0
Argentina,2022-01-03,CanSino,217491.0
Argentina,2022-01-04,CanSino,226360.0
Argentina,2022-01-05,CanSino,235362.0
Argentina,2022-01-06,CanSino,243884.0
Argentina,2022-01-07,CanSino,252102.0
Argentina,2022-01-08,CanSino,255861.0
Argentina,2022-01-09,CanSino,258863.0
Argentina,2022-01-10,CanSino,265133.0
Argentina,2022-01-11,CanSino,271343.0
Argentina,2022-01-12,CanSino,279490.0
Argentina,2022-01-13,CanSino,287305.0
Argentina,2022-01-14,CanSino,296815.0
Argentina,2022-01-15,CanSino,298790.0
Argentina,2022-01-16,CanSino,299325.0
Argentina,2022-01-17,CanSino,307353.0
Argentina,2022-01-18,CanSino,314793.0
Argentina,2022-01-19,CanSino,321279.0
Argentina,2022-01-20,CanSino,331741.0
Argentina,2022-01-21,CanSino,346679.0
Argentina,2022-01-22,CanSino,352675.0
Argentina,2022-01-23,CanSino,358231.0
Argentina,2022-01-24,CanSino,372596.0
Argentina,2022-01-25,CanSino,385734.0
Argentina,2022-01-26,CanSino,397994.0
Argentina,2022-01-27,CanSino,410370.0
Argentina,2022-01-28,CanSino,424686.0
Argentina,2022-01-29,CanSino,429199.0
Argentina,2022-01-30,CanSino,432120.0
Argentina,2022-01-31,CanSino,442333.0
Argentina,2022-02-01,CanSino,453138.0
Argentina,2022-02-02,CanSino,461023.0
Argentina,2022-02-03,CanSino,467627.0
Argentina,2022-02-04,CanSino,474980.0
Argentina,2022-02-05,CanSino,477038.0
Argentina,2022-02-06,CanSino,477595.0
Argentina,2022-02-07,CanSino,484860.0
Argentina,2022-02-08,CanSino,491496.0
Argentina,2022-02-09,CanSino,498873.0
Argentina,2022-02-10,CanSino,504824.0
Argentina,2022-02-11,CanSino,510529.0
Argentina,2022-02-12,CanSino,512059.0
Argentina,2022-02-13,CanSino,513247.0
Argentina,2022-02-14,CanSino,518515.0
Argentina,2022-02-15,CanSino,524131.0
Argentina,2022-02-16,CanSino,529646.0
Argentina,2022-02-17,CanSino,534700.0
Argentina,2022-02-18,CanSino,539301.0
Argentina,2022-02-19,CanSino,540438.0
Argentina,2022-02-20,CanSino,540951.0
Argentina,2022-02-21,CanSino,545696.0
Argentina,2022-02-22,CanSino,551254.0
Argentina,2022-02-23,CanSino,556435.0
Argentina,2022-02-24,CanSino,561877.0
Argentina,2022-02-25,CanSino,566988.0
Argentina,2022-02-26,CanSino,568161.0
Argentina,2022-02-27,CanSino,568830.0
Argentina,2022-02-28,CanSino,569830.0
Argentina,2022-03-01,CanSino,570355.0
Argentina,2022-03-02,CanSino,574383.0
Argentina,2022-03-03,CanSino,578464.0
Argentina,2022-03-04,CanSino,581899.0
Argentina,2022-03-05,CanSino,582597.0
Argentina,2022-03-06,CanSino,582801.0
Argentina,2022-03-07,CanSino,585774.0
Argentina,2022-03-08,CanSino,587678.0
Argentina,2022-03-09,CanSino,590289.0
Argentina,2022-03-10,CanSino,592682.0
Argentina,2022-03-11,CanSino,595040.0
Argentina,2022-03-12,CanSino,595552.0
Argentina,2022-03-13,CanSino,595762.0
Argentina,2022-03-14,CanSino,598112.0
Argentina,2022-03-15,CanSino,600990.0
Argentina,2022-03-16,CanSino,604029.0
Argentina,2022-03-17,CanSino,606802.0
Argentina,2022-03-18,CanSino,609861.0
Argentina,2022-03-19,CanSino,610383.0
Argentina,2022-03-20,CanSino,610627.0
Argentina,2022-03-21,CanSino,613917.0
Argentina,2022-03-22,CanSino,616610.0
Argentina,2022-03-23,CanSino,619894.0
Argentina,2022-03-24,CanSino,620231.0
Argentina,2022-03-25,CanSino,623255.0
Argentina,2022-03-26,CanSino,623833.0
Argentina,2022-03-27,CanSino,624001.0
Argentina,2022-03-28,CanSino,626215.0
Argentina,2022-03-29,CanSino,628308.0
Argentina,2022-03-30,CanSino,630287.0
Argentina,2022-03-31,CanSino,632590.0
Argentina,2022-04-01,CanSino,634510.0
Argentina,2022-04-02,CanSino,634752.0
Argentina,2022-04-03,CanSino,634932.0
Argentina,2022-04-04,CanSino,637182.0
Argentina,2022-04-05,CanSino,639687.0
Argentina,2022-04-06,CanSino,642320.0
Argentina,2022-04-07,CanSino,644908.0
Argentina,2022-04-08,CanSino,647304.0
Argentina,2022-04-09,CanSino,647736.0
Argentina,2022-04-10,CanSino,647848.0
Argentina,2022-04-11,CanSino,651401.0
Argentina,2022-04-12,CanSino,654651.0
Argentina,2022-04-13,CanSino,658119.0
Argentina,2022-04-14,CanSino,658976.0
Argentina,2022-04-15,CanSino,659261.0
Argentina,2022-04-16,CanSino,659809.0
Argentina,2022-04-17,CanSino,659950.0
Argentina,2022-04-18,CanSino,665129.0
Argentina,2022-04-19,CanSino,671027.0
Argentina,2022-04-20,CanSino,677995.0
Argentina,2022-04-21,CanSino,685298.0
Argentina,2022-04-22,CanSino,692200.0
Argentina,2022-04-23,CanSino,694205.0
Argentina,2022-04-24,CanSino,694486.0
Argentina,2022-04-25,CanSino,701003.0
Argentina,2022-04-26,CanSino,707208.0
Argentina,2022-04-27,CanSino,712650.0
Argentina,2022-04-28,CanSino,719730.0
Argentina,2022-04-29,CanSino,725731.0
Argentina,2022-04-30,CanSino,726502.0
Argentina,2022-05-01,CanSino,726530.0
Argentina,2022-05-02,CanSino,732070.0
Argentina,2022-05-03,CanSino,739150.0
Argentina,2022-05-04,CanSino,748461.0
Argentina,2022-05-05,CanSino,756071.0
Argentina,2022-05-06,CanSino,758255.0
Argentina,2022-05-07,CanSino,758702.0
Argentina,2022-05-08,CanSino,758980.0
Argentina,2022-05-09,CanSino,762178.0
Argentina,2022-05-10,CanSino,765830.0
Argentina,2022-05-11,CanSino,769446.0
Argentina,2022-05-12,CanSino,773858.0
Argentina,2022-05-13,CanSino,779071.0
Argentina,2022-05-14,CanSino,779714.0
Argentina,2022-05-15,CanSino,779860.0
Argentina,2022-05-16,CanSino,784495.0
Argentina,2022-05-17,CanSino,790671.0
Argentina,2022-05-18,CanSino,790770.0
Argentina,2022-05-19,CanSino,796664.0
Argentina,2022-05-20,CanSino,801469.0
Argentina,2022-05-21,CanSino,802206.0
Argentina,2022-05-22,CanSino,802319.0
Argentina,2022-05-23,CanSino,806730.0
Argentina,2022-05-24,CanSino,810924.0
Argentina,2022-05-25,CanSino,811326.0
Argentina,2022-05-26,CanSino,814837.0
Argentina,2022-05-27,CanSino,819704.0
Argentina,2022-05-28,CanSino,822116.0
Argentina,2022-05-29,CanSino,822572.0
Argentina,2022-05-30,CanSino,826382.0
Argentina,2022-05-31,CanSino,830892.0
Argentina,2022-06-01,CanSino,835776.0
Argentina,2022-06-02,CanSino,842222.0
Argentina,2022-06-03,CanSino,848015.0
Argentina,2022-06-04,CanSino,849011.0
Argentina,2022-06-05,CanSino,849084.0
Argentina,2022-06-06,CanSino,854851.0
Argentina,2022-06-07,CanSino,859591.0
Argentina,2022-06-08,CanSino,863844.0
Argentina,2022-06-09,CanSino,868463.0
Argentina,2022-06-10,CanSino,872174.0
Argentina,2022-06-11,CanSino,873074.0
Argentina,2022-06-12,CanSino,873139.0
Argentina,2022-06-13,CanSino,877349.0
Argentina,2022-06-14,CanSino,881933.0
Argentina,2022-06-15,CanSino,886305.0
Argentina,2022-06-16,CanSino,889963.0
Argentina,2022-06-17,CanSino,890054.0
Argentina,2022-06-18,CanSino,890173.0
Argentina,2022-06-19,CanSino,890194.0
Argentina,2022-06-20,CanSino,890304.0
Argentina,2022-06-21,CanSino,893105.0
Argentina,2022-06-22,CanSino,894951.0
Argentina,2022-06-23,CanSino,896962.0
Argentina,2022-06-24,CanSino,899298.0
Argentina,2022-06-25,CanSino,899468.0
Argentina,2022-06-26,CanSino,899521.0
Argentina,2022-06-27,CanSino,900403.0
Argentina,2022-06-28,CanSino,902131.0
Argentina,2022-06-29,CanSino,903481.0
Argentina,2022-06-30,CanSino,904748.0
Argentina,2022-07-01,CanSino,906309.0
Argentina,2022-07-02,CanSino,906520.0
Argentina,2022-07-03,CanSino,906535.0
Argentina,2022-07-04,CanSino,908253.0
Argentina,2022-07-05,CanSino,910396.0
Argentina,2022-07-06,CanSino,911937.0
Argentina,2022-07-07,CanSino,913451.0
Argentina,2022-07-08,CanSino,915202.0
Argentina,2022-07-09,CanSino,915373.0
Argentina,2022-07-10,CanSino,915377.0
Argentina,2022-07-11,CanSino,916823.0
Argentina,2022-07-12,CanSino,918380.0
Argentina,2022-07-13,CanSino,919875.0
Argentina,2022-07-14,CanSino,921034.0
Argentina,2022-07-15,CanSino,922139.0
Argentina,2022-07-16,CanSino,922203.0
Argentina,2022-07-17,CanSino,922228.0
Argentina,2022-07-18,CanSino,923531.0
Argentina,2022-07-19,CanSino,924834.0
Argentina,2022-07-20,CanSino,925984.0
Argentina,2022-07-21,CanSino,927493.0
Argentina,2022-07-22,CanSino,929077.0
Argentina,2022-07-23,CanSino,929267.0
Argentina,2022-07-24,CanSino,929296.0
Argentina,2022-07-25,CanSino,930423.0
Argentina,2022-07-26,CanSino,931879.0
Argentina,2022-07-27,CanSino,933099.0
Argentina,2022-07-28,CanSino,934499.0
Argentina,2022-07-29,CanSino,936064.0
Argentina,2022-07-30,CanSino,936270.0
Argentina,2022-07-31,CanSino,936277.0
Argentina,2022-08-01,CanSino,937782.0
Argentina,2022-08-02,CanSino,939145.0
Argentina,2022-08-03,CanSino,940460.0
Argentina,2022-08-04,CanSino,941666.0
Argentina,2022-08-05,CanSino,942965.0
Argentina,2022-08-06,CanSino,943108.0
Argentina,2022-08-07,CanSino,943116.0
Argentina,2022-08-08,CanSino,944709.0
Argentina,2022-08-09,CanSino,946326.0
Argentina,2022-08-10,CanSino,948042.0
Argentina,2022-08-11,CanSino,949434.0
Argentina,2022-08-12,CanSino,950843.0
Argentina,2022-08-13,CanSino,951037.0
Argentina,2022-08-14,CanSino,951060.0
Argentina,2022-08-15,CanSino,951131.0
Argentina,2022-08-16,CanSino,952098.0
Argentina,2022-08-17,CanSino,953125.0
Argentina,2022-08-18,CanSino,954355.0
Argentina,2022-08-19,CanSino,955540.0
Argentina,2022-08-20,CanSino,955615.0
Argentina,2022-08-21,CanSino,955666.0
Argentina,2022-08-22,CanSino,956824.0
Argentina,2022-08-23,CanSino,958081.0
Argentina,2022-08-24,CanSino,959084.0
Argentina,2022-08-25,CanSino,960127.0
Argentina,2022-08-26,CanSino,961338.0
Argentina,2022-08-27,CanSino,961422.0
Argentina,2022-08-28,CanSino,961452.0
Argentina,2022-08-29,CanSino,962374.0
Argentina,2022-08-30,CanSino,963343.0
Argentina,2022-08-31,CanSino,964214.0
Argentina,2022-09-01,CanSino,965137.0
Argentina,2022-09-02,CanSino,965269.0
Argentina,2022-09-03,CanSino,965373.0
Argentina,2022-09-04,CanSino,965381.0
Argentina,2022-09-05,CanSino,966430.0
Argentina,2022-09-06,CanSino,967354.0
Argentina,2022-09-07,CanSino,968307.0
Argentina,2022-09-08,CanSino,969379.0
Argentina,2022-09-09,CanSino,970394.0
Argentina,2022-09-10,CanSino,970518.0
Argentina,2022-09-11,CanSino,970548.0
Argentina,2022-09-12,CanSino,971788.0
Argentina,2022-09-13,CanSino,972711.0
Argentina,2022-09-14,CanSino,973608.0
Argentina,2022-09-15,CanSino,974496.0
Argentina,2022-09-16,CanSino,975593.0
Argentina,2022-09-17,CanSino,975727.0
Argentina,2022-09-18,CanSino,975768.0
Argentina,2022-09-19,CanSino,976810.0
Argentina,2022-09-20,CanSino,977819.0
Argentina,2022-09-21,CanSino,978356.0
Argentina,2022-09-22,CanSino,979450.0
Argentina,2022-09-23,CanSino,980842.0
Argentina,2022-09-24,CanSino,980965.0
Argentina,2022-09-25,CanSino,981005.0
Argentina,2022-09-26,CanSino,981764.0
Argentina,2022-09-27,CanSino,982665.0
Argentina,2022-09-28,CanSino,983395.0
Argentina,2022-09-29,CanSino,984197.0
Argentina,2022-09-30,CanSino,985066.0
Argentina,2022-10-01,CanSino,985211.0
Argentina,2022-10-02,CanSino,985229.0
Argentina,2022-10-03,CanSino,986070.0
Argentina,2022-10-04,CanSino,986977.0
Argentina,2022-10-05,CanSino,987737.0
Argentina,2022-10-06,CanSino,988527.0
Argentina,2022-10-07,CanSino,988601.0
Argentina,2022-10-08,CanSino,988625.0
Argentina,2022-10-10,CanSino,988629.0
Argentina,2022-10-11,CanSino,988660.0
Argentina,2022-10-12,CanSino,988693.0
Argentina,2022-10-13,CanSino,988737.0
Argentina,2022-10-14,CanSino,988754.0
Argentina,2022-10-15,CanSino,988765.0
Argentina,2022-10-16,CanSino,988766.0
Argentina,2022-10-17,CanSino,988775.0
Argentina,2022-10-18,CanSino,988784.0
Argentina,2022-10-19,CanSino,988792.0
Argentina,2022-10-20,CanSino,988800.0
Argentina,2022-10-21,CanSino,988810.0
Argentina,2022-10-22,CanSino,988813.0
Argentina,2022-10-24,CanSino,988821.0
Argentina,2022-10-25,CanSino,988833.0
Argentina,2022-10-26,CanSino,988841.0
Argentina,2022-10-27,CanSino,988849.0
Argentina,2022-10-28,CanSino,988868.0
Argentina,2022-10-31,CanSino,988888.0
Argentina,2022-11-01,CanSino,988890.0
Argentina,2022-11-02,CanSino,988894.0
Argentina,2022-11-03,CanSino,988908.0
Argentina,2022-11-04,CanSino,988915.0
Argentina,2022-11-05,CanSino,988916.0
Argentina,2022-11-07,CanSino,988923.0
Argentina,2022-11-08,CanSino,988933.0
Argentina,2022-11-09,CanSino,988935.0
Argentina,2022-11-10,CanSino,988941.0
Argentina,2022-11-14,CanSino,988942.0
Argentina,2022-11-15,CanSino,988951.0
Argentina,2022-11-16,CanSino,988957.0
Argentina,2022-11-17,CanSino,988958.0
Argentina,2022-11-18,CanSino,988966.0
Argentina,2022-11-20,CanSino,988967.0
Argentina,2022-11-21,CanSino,988968.0
Argentina,2022-11-22,CanSino,988973.0
Argentina,2022-11-23,CanSino,988978.0
Argentina,2022-11-24,CanSino,988979.0
Argentina,2022-11-25,CanSino,988980.0
Argentina,2022-11-28,CanSino,988982.0
Argentina,2022-11-29,CanSino,988983.0
Argentina,2022-11-30,CanSino,988993.0
Argentina,2022-12-02,CanSino,988995.0
Argentina,2022-12-05,CanSino,989003.0
Argentina,2022-12-06,CanSino,989009.0
Argentina,2022-12-07,CanSino,989025.0
Argentina,2022-12-10,CanSino,989026.0
Argentina,2022-12-12,CanSino,989028.0
Argentina,2022-12-14,CanSino,989029.0
Argentina,2022-12-17,CanSino,989033.0
Argentina,2022-12-19,CanSino,989035.0
Argentina,2022-12-28,CanSino,989036.0
Argentina,2023-01-03,CanSino,989037.0
Argentina,2023-01-04,CanSino,989040.0
Argentina,2023-01-06,CanSino,989041.0
Argentina,2023-01-11,CanSino,989044.0
Argentina,2023-01-13,CanSino,989051.0
Argentina,2023-01-19,CanSino,989052.0
Argentina,2023-01-30,CanSino,989053.0
Argentina,2023-02-14,CanSino,989054.0
Argentina,2023-02-23,CanSino,989055.0
Argentina,2023-03-14,CanSino,989056.0
Argentina,2023-03-22,CanSino,989057.0
Argentina,2023-04-21,CanSino,989058.0
Argentina,2023-04-25,CanSino,989062.0
Argentina,2023-05-18,CanSino,989063.0
Argentina,2023-06-02,CanSino,989064.0
Argentina,2023-06-04,CanSino,989065.0
Argentina,2023-09-19,CanSino,989066.0
Argentina,2023-09-20,CanSino,989067.0
Argentina,2021-01-13,Moderna,1.0
Argentina,2021-02-04,Moderna,2.0
Argentina,2021-02-09,Moderna,3.0
Argentina,2021-02-27,Moderna,4.0
Argentina,2021-03-18,Moderna,6.0
Argentina,2021-03-27,Moderna,7.0
Argentina,2021-04-04,Moderna,8.0
Argentina,2021-04-13,Moderna,9.0
Argentina,2021-04-21,Moderna,10.0
Argentina,2021-05-05,Moderna,11.0
Argentina,2021-05-11,Moderna,12.0
Argentina,2021-05-12,Moderna,13.0
Argentina,2021-06-09,Moderna,14.0
Argentina,2021-06-10,Moderna,15.0
Argentina,2021-06-17,Moderna,16.0
Argentina,2021-06-18,Moderna,17.0
Argentina,2021-06-25,Moderna,18.0
Argentina,2021-07-08,Moderna,19.0
Argentina,2021-07-09,Moderna,21.0
Argentina,2021-07-10,Moderna,25.0
Argentina,2021-07-11,Moderna,27.0
Argentina,2021-07-19,Moderna,28.0
Argentina,2021-07-20,Moderna,40.0
Argentina,2021-07-21,Moderna,47.0
Argentina,2021-07-22,Moderna,49.0
Argentina,2021-07-23,Moderna,52.0
Argentina,2021-07-24,Moderna,54.0
Argentina,2021-07-25,Moderna,71.0
Argentina,2021-07-26,Moderna,75.0
Argentina,2021-07-27,Moderna,102.0
Argentina,2021-07-28,Moderna,134.0
Argentina,2021-07-29,Moderna,149.0
Argentina,2021-07-30,Moderna,284.0
Argentina,2021-07-31,Moderna,1980.0
Argentina,2021-08-01,Moderna,2257.0
Argentina,2021-08-02,Moderna,5958.0
Argentina,2021-08-03,Moderna,55657.0
Argentina,2021-08-04,Moderna,77216.0
Argentina,2021-08-05,Moderna,95919.0
Argentina,2021-08-06,Moderna,117113.0
Argentina,2021-08-07,Moderna,158871.0
Argentina,2021-08-08,Moderna,197922.0
Argentina,2021-08-09,Moderna,368841.0
Argentina,2021-08-10,Moderna,533471.0
Argentina,2021-08-11,Moderna,714295.0
Argentina,2021-08-12,Moderna,851796.0
Argentina,2021-08-13,Moderna,957795.0
Argentina,2021-08-14,Moderna,1034243.0
Argentina,2021-08-15,Moderna,1073011.0
Argentina,2021-08-16,Moderna,1148465.0
Argentina,2021-08-17,Moderna,1309471.0
Argentina,2021-08-18,Moderna,1468778.0
Argentina,2021-08-19,Moderna,1576863.0
Argentina,2021-08-20,Moderna,1655250.0
Argentina,2021-08-21,Moderna,1678325.0
Argentina,2021-08-22,Moderna,1690193.0
Argentina,2021-08-23,Moderna,1731400.0
Argentina,2021-08-24,Moderna,1768883.0
Argentina,2021-08-25,Moderna,1798735.0
Argentina,2021-08-26,Moderna,1869300.0
Argentina,2021-08-27,Moderna,1927993.0
Argentina,2021-08-28,Moderna,1965351.0
Argentina,2021-08-29,Moderna,1985348.0
Argentina,2021-08-30,Moderna,2034620.0
Argentina,2021-08-31,Moderna,2101246.0
Argentina,2021-09-01,Moderna,2174292.0
Argentina,2021-09-02,Moderna,2237754.0
Argentina,2021-09-03,Moderna,2300044.0
Argentina,2021-09-04,Moderna,2336532.0
Argentina,2021-09-05,Moderna,2353993.0
Argentina,2021-09-06,Moderna,2406989.0
Argentina,2021-09-07,Moderna,2457575.0
Argentina,2021-09-08,Moderna,2497460.0
Argentina,2021-09-09,Moderna,2531523.0
Argentina,2021-09-10,Moderna,2566028.0
Argentina,2021-09-11,Moderna,2578115.0
Argentina,2021-09-12,Moderna,2579036.0
Argentina,2021-09-13,Moderna,2603670.0
Argentina,2021-09-14,Moderna,2651126.0
Argentina,2021-09-15,Moderna,2690349.0
Argentina,2021-09-16,Moderna,2720485.0
Argentina,2021-09-17,Moderna,2741366.0
Argentina,2021-09-18,Moderna,2755368.0
Argentina,2021-09-19,Moderna,2774171.0
Argentina,2021-09-20,Moderna,2794080.0
Argentina,2021-09-21,Moderna,2804754.0
Argentina,2021-09-22,Moderna,2833479.0
Argentina,2021-09-23,Moderna,2913253.0
Argentina,2021-09-24,Moderna,2933654.0
Argentina,2021-09-25,Moderna,2941263.0
Argentina,2021-09-26,Moderna,2946177.0
Argentina,2021-09-27,Moderna,2969552.0
Argentina,2021-09-28,Moderna,2993449.0
Argentina,2021-09-29,Moderna,3015061.0
Argentina,2021-09-30,Moderna,3032844.0
Argentina,2021-10-01,Moderna,3050061.0
Argentina,2021-10-02,Moderna,3055482.0
Argentina,2021-10-03,Moderna,3058945.0
Argentina,2021-10-04,Moderna,3072538.0
Argentina,2021-10-05,Moderna,3088800.0
Argentina,2021-10-06,Moderna,3100408.0
Argentina,2021-10-07,Moderna,3130672.0
Argentina,2021-10-08,Moderna,3136230.0
Argentina,2021-10-09,Moderna,3141515.0
Argentina,2021-10-10,Moderna,3144076.0
Argentina,2021-10-11,Moderna,3147513.0
Argentina,2021-10-12,Moderna,3189384.0
Argentina,2021-10-13,Moderna,3203991.0
Argentina,2021-10-14,Moderna,3212865.0
Argentina,2021-10-15,Moderna,3221802.0
Argentina,2021-10-16,Moderna,3226595.0
Argentina,2021-10-17,Moderna,3229215.0
Argentina,2021-10-18,Moderna,3241345.0
Argentina,2021-10-19,Moderna,3249720.0
Argentina,2021-10-20,Moderna,3257764.0
Argentina,2021-10-21,Moderna,3298144.0
Argentina,2021-10-22,Moderna,3317759.0
Argentina,2021-10-23,Moderna,3323595.0
Argentina,2021-10-24,Moderna,3325288.0
Argentina,2021-10-25,Moderna,3334629.0
Argentina,2021-10-26,Moderna,3342573.0
Argentina,2021-10-27,Moderna,3350652.0
Argentina,2021-10-28,Moderna,3365578.0
Argentina,2021-10-29,Moderna,3379581.0
Argentina,2021-10-30,Moderna,3382797.0
Argentina,2021-10-31,Moderna,3385183.0
Argentina,2021-11-01,Moderna,3392891.0
Argentina,2021-11-02,Moderna,3405092.0
Argentina,2021-11-03,Moderna,3412816.0
Argentina,2021-11-04,Moderna,3420622.0
Argentina,2021-11-05,Moderna,3426416.0
Argentina,2021-11-06,Moderna,3430028.0
Argentina,2021-11-07,Moderna,3431133.0
Argentina,2021-11-08,Moderna,3435164.0
Argentina,2021-11-09,Moderna,3446912.0
Argentina,2021-11-10,Moderna,3452494.0
Argentina,2021-11-11,Moderna,3457677.0
Argentina,2021-11-12,Moderna,3463643.0
Argentina,2021-11-13,Moderna,3466486.0
Argentina,2021-11-14,Moderna,3466766.0
Argentina,2021-11-15,Moderna,3476193.0
Argentina,2021-11-16,Moderna,3482967.0
Argentina,2021-11-17,Moderna,3488030.0
Argentina,2021-11-18,Moderna,3493570.0
Argentina,2021-11-19,Moderna,3498888.0
Argentina,2021-11-20,Moderna,3501117.0
Argentina,2021-11-21,Moderna,3501910.0
Argentina,2021-11-22,Moderna,3502969.0
Argentina,2021-11-23,Moderna,3506812.0
Argentina,2021-11-24,Moderna,3511323.0
