year,country,trust,trust_first,trust_first_not_very_much,trust_first_not_at_all,trust_personally,trust_personally_not_very_much,trust_personally_not_at_all,take_advantage,confidence_government
1998,Estonia,21.05779,,,,,,,,48.67776
1998,Finland,47.923,,,,,,,,31.00304
1998,Georgia,17.67928,,,,,,,,50
1998,Germany,32.13228,,,,,,,,20.03949
1998,Hungary,22.46154,,,,,,,,42.46154
1998,India,32.84314,,,,,,,,48.28431
1998,Japan,39.75332,,,,,,,,29.98103
1998,South Korea,30.26421,,,,,,,,43.86528
1998,Latvia,23.91667,,,,,,,,37.41667
1998,Lithuania,21.30823,,,,,,,,33.20119
1998,Mexico,26.42384,,,,,,,,41.45695
1998,Moldova,21.84959,,,,,,,,42.68293
1998,Montenegro,30.41667,,,,,,,,44.58333
1998,New Zealand,48.3871,,,,,,,,15.64103
1998,Nigeria,17.25067,,,,,,,,26.67023
1998,Norway,64.77374,,,,,,,,65.66105
1998,Pakistan,18.69031,,,,,,,,
1998,Peru,4.872006,,,,,,,,36.99422
1998,Philippines,5.5,,,,,,,,57.33333
1998,Poland,16.9124,,,,,,,,36.25325
1998,Puerto Rico,5.989583,,,,,,,,51.80413
1998,Romania,17.91768,,,,,,,,20.09685
1998,Russia,23.23529,,,,,,,,24.95098
1998,Serbia,28.4375,,,,,,,,32.89063
1998,Slovakia,25.75342,,,,,,,,41.55251
1998,Slovenia,15.29295,,,,,,,,39.42403
1998,South Africa,15.36627,,,,,,,,57.53238
1998,Spain,28.65401,,,,,,,,30.0578
1998,Sweden,56.59068,,,,,,,,41.32805
1998,Switzerland,34.48845,,,,,,,,51.9802
1998,Turkey,5.453592,,,,,,,,46.12938
1998,Ukraine,28.77979,,,,,,,,40.51939
1998,North Macedonia,7.537688,,,,,,,,18.89447
1998,United Kingdom,29.09424,,,,,,,,
1998,United States,35.21401,,,,,,,,29.76654
1998,Uruguay,21.1,,,,,,,,40.6
1998,Venezuela,13.33333,,,,,,,,26.33333
2004,Albania,23.2,,,,,,,49.3,57.3
2004,Algeria,10.76443,,,,,,,49.14196,50.93604
2004,Argentina,15.46875,,,,,,,52.73438,18.20313
2004,Bangladesh,23.26667,,,,,,,55.47396,86.46667
2004,Bosnia Herzegovina,15.58333,,,,,,,66.08334,29.33333
2004,Canada,36.69439,,,,,,,32.46888,40.19709
2004,Chile,22.41667,,,,,,,67.41667,56.5
2004,China,54.46058,,,,,,,20.36199,96.74796
2004,India,38.86114,,,,,,,54.92254,48.6
2004,Indonesia,45.7,,,,,,,27.5,50.6
2004,Iran,55.42807,,,,,,,25.55457,60.95399
2004,Iraq,46.42393,,,,,,,39.5897,36.92241
2004,Israel,23.02521,,,,,,,,
2004,Japan,39.64758,,,,,,,57.63583,25.40382
2004,Jordan,27.40066,,,,,,,59.93322,81.5271
2004,South Korea,27.33333,,,,,,,54.33334,28.91667
2004,Kyrgyzstan,16.58677,,,,,,,53.30777,34.89933
2004,Mexico,21.30293,,,,,,,62.60587,35.83062
2004,Moldova,14.0873,,,,,,,74.30556,35.9127
2004,Montenegro,32.92453,,,,,,,47.92453,31.79245
2004,Morocco,21.74261,,,,,,,62.7498,53.63709
2004,Nigeria,25.32146,,,,,,,68.79327,46.43917
2004,Pakistan,28.15,,,,,,,57.35,33.3
2004,Peru,10.59294,,,,,,,68.95403,19.18721
2004,Philippines,8.5,,,,,,,27.5,50.08333
2004,Puerto Rico,22.39221,,,,,,,58.1363,43.83754
2004,Saudi Arabia,50.53262,,,,,,,47.00399,
2004,Serbia,18.33333,,,,,,,45.66667,28.25
2004,Singapore,14.55026,,,,,,,52.31481,
2004,Vietnam,38.7,,,,,,,23.3,96.9
2004,South Africa,12.9,,,,,,,62.46667,48.83334
2004,Zimbabwe,10.97804,,,,,,,63.47305,47.50499
2004,Spain,32.75434,,,,,,,44.00331,43.42432
2004,Sweden,63.64532,,,,,,,12.0197,
2004,Turkey,19.15777,,,,,,,79.10448,44.71281
2004,Uganda,7.784431,,,,,,,67.66467,75.5489
2004,North Macedonia,13.27014,,,,,,,63.60189,10.80569
2004,Egypt,37.46667,,,,,,,49.66667,53.33334
2004,Tanzania,7.8125,,,,,,,46.88323,82.51561
2004,United States,35.91666,,,,,,,37.41667,38
2004,Venezuela,15.83333,,,,,,,63.25,55.66667
2009,Andorra,20.66199,26.77323,35.66433,37.46254,91.01796,7.285429,1.696607,,32.66733
2009,Argentina,16.63327,29.36428,44.09687,24.11705,85.21127,11.46881,2.917505,,35.8224
2009,Australia,48.18247,50.10707,38.18701,11.70592,98.0057,1.709402,.2849003,,40.11461
2009,Brazil,9.201624,16.70007,29.45892,53.84101,63.85542,26.23829,9.772423,,46.27267
2009,Bulgaria,19.43888,19.08092,54.44555,22.97702,85.01498,11.98801,1.298701,,33.46653
2009,Canada,41.11111,50.39407,35.00232,12.74919,96.15206,2.920723,.6954103,,36.05568
2009,Chile,12.29839,11.89516,38.30645,44.55645,64.48692,27.16298,7.142858,,47.58551
2009,China,49.08815,10.53959,62.98538,20.52446,79.62683,16.84317,.6051437,,86.95871
2009,Taiwan ROC,24.20538,19.65742,66.31321,13.86623,91.11654,8.475958,.4074979,,33.46939
2009,Colombia,14.31405,13.58448,42.23744,44.02588,63.54642,29.71842,6.697108,,50.38017
2009,Cyprus,12.82546,13.9313,36.16412,49.90458,80.15267,15.07634,4.770992,,57.76931
2009,Ethiopia,22.52632,26.47658,49.28717,21.38493,63.72219,29.80445,5.259609,,25.93931
2009,Finland,57.98817,51.97239,39.05326,8.284023,95.06416,4.343534,.5923001,,64.15842
2009,France,18.65597,45,34.8,19.8,94.995,3.903904,.9009009,,28.88666
2009,Georgia,17.65886,13.42685,64.32866,14.96326,87.85047,8.411215,.3337784,,30.88334
2009,Germany,31.84055,24.26471,50.88235,22.10784,92.89912,5.582762,.3917727,,23.38042
2009,Ghana,8.480104,22.93578,38.7287,38.00787,63.32678,30.12443,6.483301,,71.24097
2009,Guatemala,15.6,,,,,,,,36.1
2009,Hong Kong SAR,40.33546,,,,,,,,56.62551
2009,Hungary,28.12813,32.17478,49.45382,17.47766,85.89871,12.51241,1.290963,,16.36727
2009,India,20.68966,24.55,39.9,28.8,75.65,18.35,2.75,,45.39372
2009,Indonesia,41.09962,19.29036,58.62069,20.88955,83.49127,14.96259,1.147132,,54.53172
2009,Iran,10.53618,,,,,,,,48.43809
2009,Iraq,39.13696,,,,,,,,58.13688
2009,Italy,28.25203,19.0239,53.58566,25.79681,68.16367,27.84431,3.393214,,26.12613
2009,Japan,36.58759,,,,,,,,31.03113
2009,Jordan,31.31822,24.38611,43.60711,32.00677,75.42088,17.92929,6.649832,,87.08552
2009,South Korea,30.15203,13.42786,58.9658,27.60634,84,14.33333,1.666667,,45.94142
2009,Malaysia,8.825978,14.40466,47.7935,37.80183,72.68942,24.06328,3.247294,,75.43713
2009,Mali,17.15576,36.47925,40.02678,21.82062,78.66756,17.9004,2.82638,,68.76295
2009,Mexico,15.49839,15.65722,34.98711,48.96907,66.34492,25.28957,8.108108,,44.30789
2009,Moldova,17.59082,13.57553,41.8738,43.59465,75.23901,20.8413,3.72849,,32.43762
2009,Morocco,12.99915,20.88662,45.78005,33.33334,77.67481,18.53412,3.79107,,54.6875
2009,Netherlands,43.00971,19.42029,58.84058,17.19807,88.64504,10.20992,1.049618,,26.41148
2009,New Zealand,51.16022,,,,88.03047,0,.4352557,,38.7027
2009,Norway,73.73047,66.14328,27.47792,5.78999,98.43137,1.176471,.1960784,,53.92157
2009,Peru,6.418919,8.926175,30.80537,60.26846,49.89872,33.49088,16.6104,,11.61996
2009,Poland,18.63727,23,58.1,18.3,85.1,12.9,1.3,,16.91692
2009,Romania,19.66648,12.18679,46.35535,36.56036,54.90308,34.5496,7.810719,,25.59591
2009,Russia,25.24801,13.56436,43.9604,37.42574,82.8233,13.86969,2.171767,,42.98419
2009,Rwanda,4.856953,34.57447,47.20745,17.61968,80.70525,17.0326,1.66334,,
2009,Serbia,13.75311,20.64677,56.55058,20.23217,81.96046,16.0626,1.482702,,25.06224
2009,Vietnam,51.00536,21.27946,62.89563,12.18855,73.02013,24.42953,1.073826,,95.84728
2009,Slovenia,17.58989,9.311348,50.14549,38.31232,79.67087,17.52178,2.226525,,23.19688
2009,South Africa,,28.74833,40.46185,29.21687,79.68541,15.82999,4.016064,,65.89692
2009,Spain,19.73244,30.15075,44.63987,22.11055,85.3679,12.29097,1.755853,,44.3792
2009,Sweden,65.83763,68.94094,25.15275,5.906314,98.2018,1.698302,.0999001,,46.55738
2009,Switzerland,49.42904,48.7055,40.21036,9.951457,94.7496,4.119548,.6462036,,67.80766
2009,Thailand,41.5082,17.44262,50.81967,31.73771,69.91498,24.65664,5.428385,,38.57702
2009,Trinidad and Tobago,3.796204,20.90452,41.00502,37.18593,79.67968,15.11512,4.804805,,26.98094
2009,Turkey,4.769001,14.27509,45.87361,37.69517,76.07726,18.12778,5.349183,,60.90841
2009,Ukraine,27.36156,17.80684,43.05835,30.38229,80.02018,12.3108,3.128154,,25.44503
2009,Egypt,18.39948,26.92686,52.8042,20.20335,90.7541,7.508197,1.737705,,
2009,United Kingdom,29.96146,45.13618,34.63035,14.49416,96.12403,3.003876,.5813953,,33.36576
2009,United States,39.56487,43.59606,42.85714,13.5468,95.14803,4.358553,.493421,,38.57616
2009,Burkina Faso,14.35342,27.96554,39.62889,30.21869,60.8522,30.29294,7.989348,,45.66712
2009,Uruguay,28.43931,35.55556,35.35353,29.09091,81.4329,14.22805,4.339052,,61.37513
2009,Zambia,11.04294,16.05691,40.2439,42.27642,58.49829,34.67577,6.211604,,41.79714
2014,Algeria,17.92863,15.65744,32.26643,52.07613,61.87234,20.93617,17.19149,,38.76191
2014,Azerbaijan,16.16766,10.27944,15.16966,71.25748,55.48902,16.36727,27.44511,,81.33733
2014,Argentina,22.64706,27.8481,46.34859,24.63486,81.46342,14.2439,3.609756,,32.45098
2014,Australia,54.43383,48.84535,39.3282,11.82645,96.93166,2.37099,.6973501,,31.76796
2014,Armenia,10.01821,16.90909,42.18182,39.27273,78,17,4.181818,,39.54546
2014,Brazil,6.527591,17.76581,24.96635,56.4603,57.40242,28.60027,13.79542,,41.23989
2014,Belarus,32.80737,22.14984,47.557,29.70684,82.73616,14.00651,2.801303,,55.76547
2014,Chile,12.64016,23.14629,44.38878,26.1523,70.25126,21.80905,4.824121,,33.80281
2014,China,62.69384,11.99063,61.54567,20.84309,77.48469,18.51154,1.64861,,89.08418
2014,Taiwan ROC,29.63563,27.80922,58.85206,10.99434,90.54163,6.871463,.5658852,,45.34413
2014,Colombia,4.12783,11.72185,33.84106,53.97351,58.57048,31.30377,10.12574,,39.32361
2014,Cyprus,9.027081,11.8,42.5,42.9,81.3,15.1,3.5,,46.1
2014,Ecuador,7.160699,17.65196,34.22148,48.12656,41.88176,42.63114,15.48709,,50.45795
2014,Estonia,38.51175,22.14239,50.62051,25.14697,90.99804,8.088715,.3913894,,52.64533
2014,Georgia,8.818635,16.22296,59.81697,22.71214,78.53577,18.55241,1.996672,,32.6087
2014,Palestine,15.8,14.6,44.1,39.2,71.7,21,6.7,,37.1
2014,Germany,42.03041,29.8237,49.51028,19.09892,89.82885,8.948655,.8312958,,42.94118
2014,Ghana,4.96134,16.68814,45.29639,38.01546,58.56959,31.31443,10.11598,,58.69845
2014,Haiti,21.36409,34.27399,33.86352,31.65726,44.61538,30.10256,24.5641,,5.130836
2014,Hong Kong SAR,48.33837,22.7683,59.47844,17.75326,91.77533,7.321966,.9027082,,59.69849
2014,India,16.67484,25.77244,41.1231,30.25993,77.80775,16.84649,3.89897,,45.7332
2014,Iraq,30,16.33333,51.25,31.25,80.83334,16.83333,1.916667,,38.16666
2014,Japan,35.93942,8.882522,49.97953,22.67704,80.96603,13.42612,1.432665,,24.31437
2014,Kazakhstan,38.8,18.73333,45.26667,36,79.73334,17.33333,2.933333,,75.06667
2014,Jordan,13.25,22.08333,42.83334,34.75,83.5,13.58333,2.916667,,54.16667
2014,South Korea,29.67309,19.01173,53.43383,27.55444,83.52843,14.71572,1.755853,,49.87469
2014,Kuwait,29.15361,31.5748,36.37795,30.94488,83.06963,13.13291,3.560127,,61.97957
2014,Kyrgyzstan,37.72538,16.7445,42.62842,40.56038,68.06947,25.6513,6.212425,,57.78223
2014,Lebanon,9.833334,28.5,35,34.08333,69,20.25,9.25,,22.75
2014,Libya,11.00614,20.68803,35.72102,41.56456,80.47977,12.46472,5.97366,,25.04744
2014,Malaysia,8.538462,7.384615,51.07692,41.53846,76.76923,18.69231,4.538462,,75.13472
2014,Mexico,12.4062,12.3,29.65,57.95,50.1,36.25,13.65,,38.7
2014,Morocco,12.44743,13.9866,46.64991,38.35846,76.25418,14.88294,8.444816,,45.70447
2014,Netherlands,66.1757,22.463,57.55814,12.15645,87.05074,10.35941,.6342495,,33.13953
2014,New Zealand,56.22733,,,,,,,22.53012,46.59232
2014,Nigeria,14.78113,20.40932,45.08243,34.50824,63.16088,28.53894,8.30017,,36.27061
2014,Pakistan,23.54949,25.02092,43.34728,29.2887,65.58062,25.48037,8.187135,,35.80455
2014,Peru,8.215768,5.320034,22.61014,70.73981,44.32477,37.53107,17.23281,,22.22222
2014,Philippines,2.833333,18.59883,51.37614,30.02502,75.50167,22.2408,2.257525,,56.59432
2014,Poland,22.25673,24.58506,53.42324,16.70124,86.42487,10.67358,.6217617,,17.01245
2014,Qatar,21.41509,33.05005,39.94334,27.00661,89.43396,8.962264,1.603774,,83.57075
2014,Romania,7.071381,7.61523,45.02338,44.95658,54.2,36.26667,8.466667,,18.75419
2014,Russia,27.73516,20.60946,43.10345,32.31756,82.17862,14.81778,2.082499,,47.25806
2014,Rwanda,16.63392,41.08781,43.90564,15.00655,73.90164,22.09836,4,,63.52325
2014,Singapore,38.51626,31.89655,45.99392,22.10953,90.26369,8.620689,1.115619,,79.05679
2014,Slovenia,19.98124,9.474671,56.75422,33.48968,81.63074,16.86973,1.499531,,7.815442
2014,South Africa,23.50609,38.79921,33.72982,24.15746,65.3356,21.43869,11.4132,,46.47409
2014,Zimbabwe,7.2,11.33333,40.2,48.46667,65.86667,29,5.133333,,46.86667
2014,Spain,19.01944,32.17318,51.69779,12.73345,88.35443,10.12658,1.097046,,20.86514
2014,Sweden,63.75839,58.74477,29.20502,10.29289,97.0025,2.581182,.3330558,,63.03081
2014,Thailand,32.57384,14.42953,52.93624,32.63423,70.7563,22.94118,6.302521,,51.55071
2014,Trinidad and Tobago,3.203203,18.21822,35.43544,43.14314,76.77678,17.11712,4.704705,,34.93494
2014,Tunisia,15.51867,16.92946,31.61826,50.12449,74.43983,15.10373,9.294606,,17.84232
2014,Turkey,12.00762,21.64366,46.8005,31.24216,79.21102,16.84408,3.694427,,56.90955
2014,Ukraine,23.71274,27.6,52.13334,20.26667,85.73334,12.6,1.666667,,24.86667
2014,Egypt,20.55154,31.05713,45.8306,23.11228,95.79777,3.873933,.3282994,,44.27631
2014,United States,38.17277,38.73016,46.89342,14.37642,93.27273,5.590909,1.136364,,32.23594
2014,Uruguay,14.43515,26.73367,30.55276,39.8995,65.82661,18.85081,13.40726,,59.35614
2014,Uzbekistan,13.92236,14.17961,39.3653,46.4551,73.99732,18.98396,7.018717,,97.14286
2014,Yemen,38.5,24.3,44.3,29.7,76.8,18.2,4.3,,27.5
2022,Andorra,25.57442,29.32933,45.14515,25.52553,87.73679,10.26919,1.994018,,49.09639
2022,Argentina,19.799,30.86913,44.75525,22.07792,79.94012,14.77046,4.391218,,30.86913
2022,Australia,54.01786,55.02232,36.88616,8.091517,97.10468,2.449888,.4454343,,31.29176
2022,Bangladesh,12.91667,20.63492,43.94319,35.33834,66.72283,29.65459,3.538332,,81.64292
2022,Armenia,8.101473,25.61375,32.56956,41.24386,79.83607,14.59016,5,,35.06173
2022,Bolivia,8.535402,10.50339,28.31559,61.03582,48.18402,37.62712,13.80145,,23.38671
2022,Brazil,6.545248,22.79704,30.47186,45.02559,60.43206,27.57248,10.91529,,22.57697
2022,Myanmar,15.08333,41.33333,34.58333,24.08333,74.75,19.08333,6.166667,,80.16666
2022,Canada,49.50224,50.8213,40.74166,8.437033,95.99303,3.409657,.5973121,,48.28273
2022,Chile,13.94183,23.42342,47.34735,28.62863,61.36136,28.72873,9.309309,,37.17435
2022,China,65.43703,13.40172,67.47187,19.12641,88.16529,11.40496,.4297521,,95.37801
2022,Taiwan ROC,30.98937,28.20932,62.7964,8.994276,93.54047,5.72363,.7358953,,50.85854
2022,Colombia,4.539474,14.34211,39.27632,46.38158,55.39474,30,14.60526,,11.9079
2022,Cyprus,7.962771,13.83838,44.9495,40,76.06061,19.59596,3.939394,,38.2892
2022,Czechia,37,38.66666,45.08333,15.83333,86.66666,10.83333,2.333333,,33.38898
2022,Ecuador,5.774058,7.756464,30.85905,61.21768,41.83333,42.75,15.25,,31.91312
2022,Ethiopia,11.86992,47.84378,31.40765,20.50447,68.29269,23.17073,8.130081,,65.55375
2022,Germany,45.00991,34.32343,47.65676,15.70957,94.03279,5.114754,.1311475,,44.43713
2022,Greece,8.347245,10.10861,50.45948,38.84712,82.25941,15.98326,1.67364,,13.2107
2022,Guatemala,17.9821,18.69313,44.08602,37.22084,66.00496,27.46071,6.534326,,9.1131
2022,Hong Kong SAR,39.34426,23.16602,63.75483,12.64479,88.6747,10.6506,.5783133,,52.2453
2022,Indonesia,5.189122,9.1875,38.5,52.25,49.96875,38.3125,11.65625,,78.96875
2022,Iran,14.80987,33.97864,28.70494,37.18291,86.22994,7.8877,5.882353,,51.87416
2022,Iraq,11.02757,24.06015,35.33834,38.68003,78.98248,16.93077,3.83653,,19.31438
2022,Japan,34.05527,10.65266,49.73743,21.68042,84.73055,11.7515,1.497006,,40.07435
2022,Kazakhstan,23.31731,19.84314,40.78431,38.03922,71.17046,23.17361,4.948939,,69.06078
2022,Jordan,15.87697,29.75894,40.89776,29.01081,81.62926,14.63009,3.657523,,36.1596
2022,Kenya,9.523809,25.07911,35.75949,38.13291,67.77514,25.65321,6.096596,,45
2022,South Korea,32.93173,17.51004,60.08032,22.40964,81.36546,17.18876,1.445783,,51.3253
2022,Kyrgyzstan,11.80904,16.38796,53.01003,29.51505,73.16054,21.40468,5.100335,,52.7288
2022,Lebanon,9.916667,22.58333,41.5,35.75,62.58333,27.58333,9.5,,19.94971
2022,Libya,9.167367,24.89522,38.7259,35.87594,85.18829,11.29707,3.34728,,28.47571
2022,Macau SAR,43.80165,30.5501,61.00196,8.447937,89.62818,9.686889,.6849315,,68.70078
2022,Malaysia,19.5735,14.92765,55.67403,29.39832,84.99619,13.78522,1.218583,,50.11424
2022,Maldives,21.2828,15.08704,34.71954,49.90329,78.51637,17.43738,3.949904,,29.66184
2022,Mexico,10.28145,13.09592,30.55715,56.28949,42.96381,40.14934,16.82941,,17.46123
2022,Mongolia,27.41148,30.64713,43.16239,26.19048,73.74847,21.18437,5.067155,,36.93529
2022,Morocco,16.5,28.08333,43.08334,28.83333,63.5,31.5,5,,21
2022,Netherlands,57.69791,62.65701,23.38164,5.942029,94.93488,2.219006,.4823927,,29.25301
2022,New Zealand,58.51272,51.35922,31.74757,8.15534,97.18446,2.23301,.0970874,,51.60976
2022,Nicaragua,4.25,10.83333,31.08333,58.08333,53.41667,29.41667,17.16667,,27.5
2022,Nigeria,12.62136,25.94988,38.48019,35.40825,59.41795,28.53678,11.96443,,40.40486
2022,Pakistan,23.31996,34.25276,24.92477,39.66901,79.13741,11.98596,8.024072,,62.48116
2022,Peru,5.289493,7.934239,31.87991,59.82845,32.83261,47.99714,19.09871,,10.96774
2022,Philippines,5.3467,24.25,51.08333,24.66667,76.23019,21.93495,1.834862,,80.25
2022,Puerto Rico,17.83154,25.60214,34.96878,39.42908,77.04626,16.45907,6.494662,,15.09434
2022,Romania,11.73184,12.08,43.68,41.28,62.20096,29.74482,7.416268,,20.09646
2022,Russia,23.3278,23.03867,44.64088,30.22099,76.79558,18.0663,4.143646,,52.93142
2022,Serbia,16.44231,27.79923,45.17375,25.86872,81.80943,15.20693,2.791145,,25.02444
2022,Singapore,33.98399,17.81437,62.37525,19.81038,90.18436,9.217737,.5979073,,81.11609
2022,Slovakia,21.45242,29.60801,50.54211,19.18265,85.66667,12.41667,1.916667,,21.75732
2022,Vietnam,27.66667,30.83333,50.33333,18.83333,82.83333,15.08333,2.083333,,92.91666
2022,Zimbabwe,2.139918,25.92593,32.26337,41.48148,65.34979,26.00823,8.477365,,51.77246
2022,Tajikistan,20.58333,10.33333,36.33334,53.33334,60.16667,30.25,9.583333,,89.25
2022,Thailand,31.36842,27.67677,45.79124,26.53199,80.89812,16.9571,2.144772,,54.4624
2022,Tunisia,14.24915,30.67993,39.80099,29.35323,68.5738,22.71973,8.623549,,11.96653
2022,Turkey,14.03072,25.14499,46.10605,28.50041,70.97844,21.06136,7.835821,,69.20834
2022,Ukraine,29.8913,27.38557,41.58262,25.29092,74.86423,19.08456,4.732351,,18.88112
2022,Egypt,7.333333,19.34946,49.79149,30.27523,88.57381,10.00834,1.417848,,
2022,United Kingdom,46.04455,53.82545,34.64052,10.49596,96.54378,2.688172,.499232,,22.52114
2022,United States,39.73715,38.85449,44.00154,17.14396,91.34988,7.486424,1.163693,,31.00775
2022,Uruguay,14.81481,24.26694,31.34479,43.17493,73.3871,20.76613,5.141129,,52.1608
2022,Venezuela,14.20168,15.04202,42.85714,42.10084,53.78152,35.29412,10.92437,,17.31092
2022,Northern Ireland,40.09009,50.89686,36.09866,11.88341,98.20225,1.573034,.2247191,,17.26457
